QKEY,INTERVIEW_START_W154,INTERVIEW_END_W154,DEVICE_TYPE_W154,SVYMODE_W154,LANG_W154,SAMPSOURCE_W154,FORM_W154,X_GENDER_W154,FEELMOD_a_W154,FEELMOD_b_W154,CLOSEFRI_W154,GENFRIONE_W154,GENFRIMANY_W154,COMMFRI_a_W154,COMMFRI_b_W154,COMMFRI_c_W154,COMMFRI_d_W154,POSITIONW_a_W154,POSITIONW_b_W154,POSITIONW_c_W154,POSITIONW_d_W154,POSITIONM_a_W154,POSITIONM_b_W154,POSITIONM_c_W154,POSITIONM_d_W154,MENONLYWB_W154,WOMENONLYWB_W154,MENONLYSOC_W154,WOMENONLYSOC_W154,EMOSUPPFAM_a_W154,EMOSUPPFAM_b_W154,EMOSUPPFAM_c_W154,EMOSUPPFAM_d_W154,EMOSUPPOTH_a_W154,EMOSUPPOTH_b_W154,EMOSUPPOTH_c_W154,DIFF1_a_W154,DIFF1_b_W154,DIFF1_c_W154,DIFF1_d_W154,DIFF1_e_W154,DIFF2_a_W154,DIFF2_b_W154,DIFF2_c_W154,DIFF2_d_W154,DIFF2_e_W154,MASCSCALE_W154,FEMSCALE_W154,MASCFEM_W154,LEARNMAN_a_W154,LEARNMAN_b_W154,LEARNMAN_c_W154,LEARNMAN_d_W154,LEARNMAN_e_W154,LEARNMAN_f_W154,LEARNMAN_g_W154,LEARNMAN_h_W154,LEARNMAN_i_W154,LEARNWOMAN_a_W154,LEARNWOMAN_b_W154,LEARNWOMAN_c_W154,LEARNWOMAN_d_W154,LEARNWOMAN_e_W154,LEARNWOMAN_f_W154,LEARNWOMAN_g_W154,LEARNWOMAN_h_W154,LEARNWOMAN_i_W154,ROLES1_W154,ROLES2_W154,CHANGE1_a_W154,CHANGE1_b_W154,CHANGE1_c_W154,CHANGE1_d_W154,CHANGE1_e_W154,CHANGE1_f_W154,WHOBETTER_a_W154,WHOBETTER_b_W154,WHOBETTER_c_W154,WHOBETTER_d_W154,WHOBETTER_e_W154,WHOBETTER_f_W154,BOYS_a_W154,BOYS_b_W154,BOYS_c_W154,BOYS_d_W154,GIRLS_a_W154,GIRLS_b_W154,GIRLS_c_W154,GIRLS_d_W154,CHANGEMEN_a_W154,CHANGEMEN_b_W154,CHANGEMEN_c_W154,CHANGEMEN_d_W154,CHANGEMEN_e_W154,CHANGEMEN_f_W154,CHANGEMEN_g_W154,CHANGEWOM_a_W154,CHANGEWOM_b_W154,CHANGEWOM_c_W154,CHANGEWOM_d_W154,CHANGEWOM_e_W154,CHANGEWOM_f_W154,CHANGEWOM_g_W154,DEIAFFECT_a_W154,DEIAFFECT_b_W154,DEIAFFECT_c_W154,DEIAFFECT_d_W154,DEIAFFECT_e_W154,DEIAFFECT_f_W154,DEIAFFECT_g_W154,DEIAFFECT_h_W154,MASCPOSNEG_W154,MASCPOSGOODBAD_W154,MASCNEGGOODBAD_W154,VALUEMEN_a_W154,VALUEMEN_b_W154,VALUEMEN_c_W154,VALUEMEN_d_W154,VALUEMEN_e_W154,VALUEMEN_f_W154,VALUEMEN_g_W154,VALUEMEN_h_W154,MENACCEPT1_a_W154,MENACCEPT1_b_W154,MENACCEPT1_c_W154,MENACCEPT1_d_W154,MENACCEPT1_e_W154,MENACCEPT1_f_W154,MENACCEPT2_a_W154,MENACCEPT2_b_W154,MENACCEPT2_c_W154,MENACCEPT2_d_W154,TRANSGEND2MOD_W154,TRANSGEND11_W154,TRANSGEND12_W154,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_RELIGCAT1,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W154
202400014679,2024-09-04T19:13:13Z,2024-09-04T19:48:21Z,1,1,9,7,1,1,5,1,2,,3,2,1,1,6,5,5,3,2,1,1,3,4,1,5,,,4,4,6,5,2,5,5,2,2,2,2,1,1,1,1,1,,1,5,4,6,1,1,6,6,6,6,6,6,,,,,,,,,,3,3,2,2,2,2,2,2,3,2,3,2,1,3,3,1,1,1,,,,,4,4,4,4,4,4,4,1,1,1,1,1,1,1,3,3,5,1,5,4,3,3,2,,2,1,2,2,1,2,1,2,1,3,3,3,4,5,4,3,2,5,1,1,1,1,1,2,3,3,2,1,3,2,1,1,5,3,1,2,12,3,4,1,1,1,2,4,2,2,1,2,0.7027635862525682
202400014691,2024-09-04T20:38:33Z,2024-09-04T20:59:55Z,1,1,9,7,2,2,5,1,3,,,,,,,4,4,2,4,4,5,3,5,,,2,2,1,1,3,4,3,4,3,2,2,2,2,2,2,1,1,2,1,5,2,-3,,,,,,,,,,5,5,1,5,5,6,3,5,5,3,3,2,2,1,2,2,2,1,3,2,3,1,3,2,2,2,2,,,,,5,3,4,3,2,3,4,3,3,2,2,5,2,3,3,3,3,3,3,3,3,3,1,1,,2,3,3,2,2,2,3,2,4,4,2,3,5,5,1,4,5,3,2,2,2,1,3,7,2,2,2,2,4,2,1,2,2,1,1,1,1,4,1,1,2,3,5,3,1,2,2,0.29917323926121747
202400014768,2024-09-04T17:42:11Z,2024-09-04T18:11:10Z,3,2,9,7,2,1,5,2,2,,2,2,2,2,2,5,5,2,4,3,3,2,3,,,2,2,2,6,6,2,3,5,5,2,2,2,2,2,1,1,1,1,1,2,5,3,1,6,6,1,6,6,1,5,3,,,,,,,,,,1,3,3,3,3,3,1,3,3,2,1,3,1,3,,,,,3,1,1,3,4,1,4,4,2,4,4,3,2,2,4,2,2,2,5,2,2,3,3,3,2,4,2,,2,3,1,3,3,2,3,3,3,5,4,4,4,3,4,3,4,5,3,1,1,2,1,3,5,3,4,1,3,2,2,1,1,1,1,1,1,1,3,1,1,1,1,5,2,3,2,2,1.5172366598565226
202400014782,2024-09-06T19:50:06Z,2024-09-06T20:23:46Z,3,2,9,7,1,2,3,2,2,,2,1,4,2,6,4,5,3,5,4,5,3,5,6,2,,,6,6,6,1,3,4,3,2,2,2,2,2,1,1,1,2,2,5,2,-3,,,,,,,,,,3,4,3,4,5,5,2,5,5,3,3,2,2,2,2,2,2,2,2,3,3,3,1,2,2,1,2,,,,,1,1,4,4,4,2,2,2,4,1,4,4,1,2,6,2,6,6,6,6,6,6,3,,,2,3,2,3,2,2,3,2,5,5,3,3,5,4,3,5,2,3,2,2,2,1,4,8,2,4,2,3,1,2,1,1,1,1,5,1,1,1,,1,1,1,1,2,6,2,1,1.9697412563164078
202400014784,2024-09-07T13:53:33Z,2024-09-07T14:14:05Z,1,1,9,7,2,2,3,1,1,1,,5,2,5,2,1,2,3,1,3,3,3,3,,,2,2,5,1,5,2,2,5,5,1,2,2,1,2,,1,2,,1,5,1,-4,,,,,,,,,,5,6,1,3,6,6,3,5,3,1,3,1,3,1,3,1,3,3,3,3,3,1,3,,,,,3,2,3,2,3,2,1,2,3,1,1,1,2,3,2,1,2,3,1,1,6,6,6,6,6,6,3,,,3,3,3,3,3,2,3,3,5,5,5,2,5,5,1,5,5,2,1,2,2,1,1,2,3,2,2,3,2,2,2,2,2,4,1,1,1,3,99,9,9,3,9,3,2,2,2,2.665697051209805
202400014785,2024-09-08T16:26:10Z,2024-09-08T16:35:49Z,1,1,10,7,1,2,5,1,2,,2,2,2,3,1,4,3,1,3,4,3,2,1,2,2,,,1,2,2,3,3,5,3,2,1,1,1,2,2,,,,2,2,2,0,,,,,,,,,,3,3,3,4,4,3,5,4,4,1,2,3,3,2,1,3,3,3,3,3,3,2,3,3,1,3,1,,,,,3,2,3,3,3,2,3,3,2,4,2,3,3,3,3,3,3,3,3,3,3,3,1,1,,3,99,1,1,1,3,1,1,4,4,4,3,4,4,3,4,2,4,2,1,2,1,3,5,1,3,2,1,5,1,2,1,3,4,4,2,2,3,1,1,2,3,1,3,1,2,1,0.2940555307641224
202400014793,2024-09-07T21:43:33Z,2024-09-07T22:26:11Z,1,1,9,7,1,2,4,2,2,,2,2,2,3,2,4,5,2,2,5,5,3,3,1,1,,,1,4,5,5,1,5,4,2,2,2,2,1,1,1,1,1,,3,3,0,,,,,,,,,,4,4,4,4,4,4,4,4,4,2,3,1,3,3,3,1,3,1,2,2,3,1,1,3,3,3,3,,,,,2,2,3,3,99,3,2,2,2,2,3,2,2,2,4,2,2,1,2,2,2,2,1,3,,2,1,3,3,3,2,3,3,5,4,3,4,4,4,2,4,2,3,2,1,2,1,4,9,2,2,2,1,5,1,1,1,3,1,6,1,1,2,,2,3,1,4,3,1,1,2,0.09972608880327692
202400014813,2024-09-04T19:57:40Z,2024-09-04T20:19:33Z,1,1,9,7,1,2,4,2,3,,,,,,,1,2,3,3,3,3,3,3,6,6,,,1,3,4,3,5,2,3,2,2,2,2,1,2,1,2,2,,4,3,-1,,,,,,,,,,1,4,3,2,3,5,5,2,2,2,2,1,1,1,1,1,1,3,3,3,3,1,1,,,,,2,1,2,2,2,4,2,2,5,3,5,4,2,1,1,1,1,5,3,3,3,3,3,3,3,3,1,3,,2,2,1,2,1,2,1,2,4,4,3,3,2,3,2,3,3,3,2,1,2,1,2,3,3,3,2,1,5,2,1,1,1,1,1,9,3,2,,2,3,1,9,3,2,2,3,1.3176531937182523
202400014820,2024-09-04T22:41:20Z,2024-09-04T22:49:01Z,1,1,9,7,1,3,3,2,2,,3,3,1,2,1,2,2,3,3,4,3,3,4,4,2,,,6,2,2,4,1,3,3,2,1,2,2,1,2,,2,2,,4,2,-2,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,2,3,3,3,3,,,,,2,2,2,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,1,3,,2,1,1,2,1,2,3,2,2,4,5,1,3,3,1,3,1,3,1,1,1,1,4,8,1,1,3,3,2,1,1,1,3,1,6,12,3,2,,2,4,3,3,5,1,2,1,1.014149776688135
202400014827,2024-09-04T21:28:45Z,2024-09-04T21:37:35Z,3,1,9,7,1,1,4,3,2,,3,2,3,3,6,5,5,3,3,5,5,2,2,2,2,,,6,6,6,3,3,5,4,1,2,2,2,1,,1,1,1,,2,4,2,4,3,4,4,5,4,4,5,5,,,,,,,,,,2,2,1,3,2,2,1,3,1,2,1,3,3,3,2,3,2,3,,,,,3,3,3,3,3,3,3,3,3,2,3,3,2,3,4,4,2,1,2,2,2,2,3,,,2,3,1,2,3,2,3,2,4,4,4,3,3,4,2,2,5,2,2,2,2,1,1,2,2,4,1,3,2,2,1,1,1,1,5,2,2,2,,2,3,1,1,2,5,2,1,1.969972013031567
202400014837,2024-09-04T19:10:18Z,2024-09-04T19:18:04Z,1,1,9,7,2,3,3,3,2,,4,5,3,4,2,2,2,3,4,1,2,4,5,,,3,2,2,3,4,4,3,4,2,1,1,1,1,1,,,,,,3,3,0,,,,,,,,,,,,,,,,,,,3,2,3,3,1,3,2,3,3,3,3,3,3,3,1,2,1,3,,,,,5,3,3,4,3,3,3,3,3,2,4,4,2,3,3,2,2,2,2,2,2,2,1,2,,2,1,1,2,1,2,3,2,4,5,4,3,3,5,2,2,3,3,1,1,1,1,1,2,1,2,3,1,6,1,1,1,3,1,1,5,4,4,2,2,4,1,9,5,1,1,3,0.11112023939345918
202400014848,2024-09-11T08:58:03Z,2024-09-11T09:37:46Z,1,1,9,7,1,1,3,1,2,,3,3,1,1,2,5,5,1,1,4,4,2,2,1,1,,,6,2,3,2,2,4,4,1,2,2,2,2,,1,1,1,1,1,3,2,2,1,1,1,4,1,1,1,2,,,,,,,,,,3,3,1,1,1,1,1,1,1,2,3,3,3,3,,,,,2,3,2,3,1,4,4,4,4,4,2,4,2,2,4,4,2,4,4,2,2,2,2,2,4,2,2,,2,3,2,3,3,3,3,2,3,1,3,5,1,3,1,2,1,4,2,2,1,1,1,2,3,1,1,1,1,5,1,1,1,3,1,6,12,3,2,,2,3,1,2,3,1,1,1,0.19588257910864004
202400014870,2024-09-04T21:02:10Z,2024-09-04T21:20:10Z,1,1,9,7,2,2,3,3,3,,,,,,,3,2,3,4,2,2,4,3,,,2,1,2,1,6,2,4,3,4,2,2,2,2,1,1,1,2,1,,5,3,-2,,,,,,,,,,2,3,1,3,4,5,2,2,2,2,2,1,3,1,1,1,1,1,2,3,3,1,2,2,2,2,2,,,,,5,4,4,4,4,4,4,1,4,2,4,2,2,2,2,2,1,1,1,1,1,1,1,1,,2,1,1,2,1,2,2,2,4,5,5,3,4,5,2,4,5,3,2,2,2,1,3,6,2,3,2,2,3,2,1,1,1,1,1,1,1,1,,1,1,3,3,2,1,2,1,1.281931921086132
202400014899,2024-09-07T07:21:26Z,2024-09-07T07:39:30Z,1,1,9,7,2,1,4,2,2,,3,3,2,3,2,3,3,3,3,2,3,3,3,,,1,1,2,5,5,3,3,5,4,2,2,1,99,1,1,1,,,,1,4,3,1,1,1,1,4,3,2,4,1,,,,,,,,,,3,3,1,1,1,1,1,1,3,3,2,3,1,3,2,2,2,2,,,,,2,2,2,4,1,2,1,2,1,2,4,2,2,1,5,4,2,2,2,2,3,4,2,,2,2,2,3,2,2,3,3,2,4,4,5,3,4,4,1,5,5,3,2,2,2,1,1,2,2,3,1,3,2,2,1,1,1,1,1,2,2,1,,1,2,1,9,3,2,2,2,1.4775714587935356
202400014908,2024-09-06T19:08:37Z,2024-09-06T19:36:50Z,3,1,9,7,2,2,4,2,2,,2,1,6,2,6,4,4,2,3,4,5,3,3,,,1,1,4,6,6,2,2,5,5,2,2,2,2,2,1,1,1,1,2,5,2,-3,,,,,,,,,,5,1,1,3,6,6,1,5,5,3,2,1,2,1,1,1,2,1,3,3,3,1,1,,,,,2,3,2,3,3,4,2,3,4,3,2,2,2,2,4,99,2,2,5,5,1,1,1,1,1,1,1,3,,2,1,3,1,1,2,2,2,5,5,5,3,4,5,2,4,4,3,2,2,2,1,4,9,3,4,2,2,3,2,1,1,1,1,1,1,1,1,,1,1,1,4,1,2,2,2,1.2595979307008707
202400014910,2024-09-04T19:58:23Z,2024-09-04T20:28:45Z,3,2,9,7,1,1,4,2,2,,3,1,1,6,6,4,4,4,4,4,4,4,4,2,2,,,2,6,6,5,3,5,3,2,2,1,2,1,1,1,,1,,3,4,1,2,6,1,3,5,5,3,5,5,,,,,,,,,,3,3,1,1,1,1,1,1,3,3,1,3,1,3,2,3,2,3,,,,,2,2,4,3,3,3,4,3,1,1,2,4,1,5,5,4,5,1,2,2,5,2,2,,2,3,3,2,1,99,3,2,3,5,5,4,3,4,4,2,5,5,3,2,1,2,1,3,6,2,3,1,3,2,2,1,99,99,1,1,1,1,3,1,1,1,1,6,2,5,2,2,2.4789561745643014
202400014928,2024-09-06T08:57:52Z,2024-09-06T09:35:03Z,3,1,9,7,2,2,4,2,2,,2,2,1,3,1,3,4,3,2,5,4,3,3,,,3,3,1,1,3,3,3,5,4,2,2,1,2,1,1,1,,2,,5,2,-3,,,,,,,,,,4,3,2,1,4,6,4,1,1,2,2,3,3,3,1,1,1,1,3,3,3,1,3,1,1,3,1,,,,,2,1,1,3,1,1,3,1,1,2,3,1,1,3,3,3,3,3,3,3,3,3,1,1,,3,1,3,3,3,3,3,1,5,5,4,3,3,4,3,4,4,4,2,2,2,1,3,7,2,2,2,3,1,1,3,1,3,4,1,2,2,1,,1,1,3,9,2,1,2,2,1.0167664959652152
202400014940,2024-09-05T00:31:22Z,2024-09-05T01:04:07Z,1,1,9,7,1,2,5,3,2,,3,3,3,5,3,4,3,2,3,4,4,3,3,2,2,,,1,1,1,3,3,5,4,2,2,2,2,1,1,1,1,1,,4,2,-2,,,,,,,,,,4,5,2,3,5,4,4,3,4,2,2,1,2,3,3,3,3,1,3,3,3,1,1,3,2,2,3,,,,,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,1,1,1,1,1,1,1,1,,2,1,1,1,1,3,1,2,5,5,5,2,2,4,2,3,2,3,2,2,2,1,4,9,2,1,2,1,5,1,1,5,3,1,6,2,2,2,,2,4,1,1,4,2,1,1,0.18118818557973465
202400014966,2024-09-05T21:09:12Z,2024-09-05T21:16:57Z,1,1,9,7,2,2,3,2,1,1,,5,2,5,2,1,2,4,5,3,5,5,5,,,3,2,1,1,1,1,2,3,2,2,2,2,2,1,2,1,1,2,,3,3,0,,,,,,,,,,4,3,2,4,3,5,99,3,3,2,2,1,3,1,1,1,3,1,3,3,3,3,3,3,2,3,3,,,,,2,2,3,3,2,3,3,2,1,2,2,3,2,3,3,3,2,2,2,2,2,2,1,3,,2,1,1,2,1,2,1,2,1,1,3,4,99,1,1,1,1,1,2,1,2,1,2,3,2,1,2,2,3,2,1,1,1,1,1,10,3,2,,2,4,1,6,5,1,2,2,1.2777985863863182
202400014985,2024-09-09T06:36:32Z,2024-09-09T06:46:21Z,1,1,9,7,1,1,4,2,2,,2,1,1,3,3,2,2,3,3,2,2,3,3,2,2,,,1,1,5,3,1,5,4,2,2,2,1,1,1,1,2,,,2,4,2,3,2,3,2,4,6,5,2,2,,,,,,,,,,2,2,1,1,1,1,1,1,1,2,3,3,3,3,,,,,2,3,3,3,2,3,4,3,4,3,4,2,2,2,3,3,2,4,3,2,2,2,2,2,2,2,2,,3,3,1,1,1,3,2,3,3,4,3,3,4,1,2,2,3,2,2,2,1,2,1,4,9,2,1,1,2,3,1,1,5,3,1,1,12,3,2,,2,4,3,3,5,1,1,1,0.5880175100865727
202400014994,2024-09-05T12:45:49Z,2024-09-05T13:10:17Z,3,1,9,7,1,2,5,3,1,1,,4,4,6,4,3,4,2,3,3,3,3,3,2,2,,,1,1,2,2,3,5,3,2,2,1,2,1,2,1,,1,,4,3,-1,,,,,,,,,,2,3,1,2,3,3,4,5,4,1,3,1,3,1,1,1,3,3,3,3,3,3,3,,,,,3,3,3,3,2,3,3,4,3,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,,,2,3,1,3,1,3,3,2,5,5,5,3,3,5,2,3,5,3,2,2,2,2,1,2,3,2,2,2,3,2,1,1,1,1,1,2,2,3,2,2,4,1,3,4,1,2,1,1.5785795696778844
202400014996,2024-09-06T18:41:43Z,2024-09-06T18:58:45Z,1,1,9,7,2,2,1,3,3,,,,,,,2,4,2,3,2,3,2,3,,,1,1,3,5,5,2,2,2,1,2,2,2,2,2,2,1,1,2,1,4,1,-3,,,,,,,,,,5,5,5,1,4,5,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,,,,,3,3,3,3,3,3,1,3,1,1,3,1,1,1,3,3,1,1,1,1,3,3,1,1,,3,1,3,3,2,2,3,3,5,5,5,5,3,5,1,1,5,2,1,1,1,1,3,5,1,2,2,3,2,2,1,2,2,1,4,1,1,3,2,2,3,3,3,1,1,2,1,0.39564101697001214
202400015008,2024-09-05T09:48:25Z,2024-09-05T09:56:18Z,3,1,9,7,1,1,4,2,2,,2,2,2,5,2,3,2,3,2,2,3,4,4,3,3,,,2,6,6,4,3,1,5,1,2,2,2,1,,2,2,2,,3,5,2,1,4,6,1,4,6,6,6,4,,,,,,,,,,2,2,3,3,3,3,3,3,1,3,2,3,1,3,2,2,2,2,,,,,4,3,4,3,4,4,4,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,1,1,,2,1,1,3,1,3,2,3,3,5,4,3,2,5,2,3,4,2,1,2,2,1,2,3,2,3,1,2,3,2,1,2,2,1,1,1,1,2,,2,3,1,9,3,1,2,3,0.31098688592803425
202400015067,2024-09-05T10:12:28Z,2024-09-05T10:26:16Z,3,1,9,7,1,1,3,2,2,,2,5,2,5,5,3,4,2,3,3,4,2,2,1,1,,,4,4,4,4,2,4,5,1,2,1,1,1,,1,,,,3,5,2,2,5,5,4,4,4,5,5,4,,,,,,,,,,2,3,1,3,1,2,1,3,3,3,3,3,3,3,,,,,3,3,2,3,2,4,3,2,1,4,2,1,1,1,4,1,1,1,4,3,2,1,2,1,2,1,3,,,2,3,3,2,2,2,3,2,3,4,4,1,1,1,1,1,3,2,1,1,1,1,1,1,2,2,1,1,5,2,2,3,5,4,1,9,3,1,,1,2,3,9,3,1,1,2,0.2786796486935847
202400015071,2024-09-04T19:12:10Z,2024-09-04T19:33:22Z,4,1,9,7,1,2,4,3,2,,2,1,1,2,1,3,3,2,1,2,1,3,4,4,2,,,2,3,5,2,2,5,4,1,2,2,2,1,,1,2,2,,3,2,-1,,,,,,,,,,2,3,2,1,5,6,4,2,4,2,2,3,3,1,1,1,2,1,1,3,1,1,1,,,,,2,3,2,1,2,3,1,1,1,3,2,1,3,2,4,5,1,1,6,4,5,4,3,4,4,4,1,3,,3,2,3,2,2,2,3,2,4,4,4,2,2,2,2,2,1,3,2,1,2,1,2,3,1,1,2,2,4,2,1,1,1,1,6,10,3,3,2,2,3,1,1,3,1,2,1,1.5759528170342798
202400015087,2024-09-04T18:54:47Z,2024-09-04T19:07:21Z,1,1,9,7,2,2,3,2,2,,4,6,4,6,3,2,4,3,3,4,5,2,2,,,2,3,6,1,5,5,3,3,5,1,2,2,2,2,,1,2,1,1,3,3,0,,,,,,,,,,6,5,1,2,6,6,6,2,2,2,2,2,3,2,2,1,3,3,3,3,3,3,3,3,1,2,2,,,,,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,5,5,5,5,1,2,3,,,2,1,1,2,1,2,1,2,1,1,1,3,1,1,3,3,4,3,2,1,2,1,3,7,3,1,2,2,3,1,1,1,3,1,2,7,4,2,,2,3,1,2,3,2,2,1,0.7908829738167494
202400015095,2024-09-04T19:24:34Z,2024-09-04T20:00:46Z,3,2,9,7,2,2,3,1,3,,,,,,,3,2,1,2,3,4,1,2,,,2,2,3,4,6,1,4,5,4,2,1,1,1,1,2,,,,,3,3,0,,,,,,,,,,1,3,2,3,6,5,4,5,5,2,2,1,2,1,1,3,1,1,1,2,3,1,1,,,,,2,2,2,2,2,3,3,4,5,5,5,2,3,4,4,4,4,4,3,3,2,6,6,6,6,6,1,3,,2,3,1,2,1,2,3,2,5,5,4,3,3,5,2,5,5,2,1,3,,2,3,6,3,4,2,1,5,2,1,1,1,1,1,1,1,2,,2,4,1,1,4,5,2,1,2.3599181084779683
202400015113,2024-09-04T19:09:25Z,2024-09-04T19:23:44Z,4,1,9,7,1,1,5,2,1,2,,5,3,2,5,4,4,2,2,4,4,2,2,3,3,,,1,6,6,2,3,5,5,2,1,1,2,1,2,,,1,,3,5,2,3,4,2,3,3,4,5,4,3,,,,,,,,,,3,3,1,1,1,3,1,1,1,3,3,3,3,3,,,,,3,3,3,3,2,3,3,3,3,3,4,3,3,2,3,2,2,3,3,2,2,2,2,2,2,2,3,,,3,3,3,3,3,3,3,3,3,4,5,3,4,4,2,4,4,3,2,2,2,1,3,5,2,3,1,2,3,2,1,1,1,1,1,12,3,4,2,2,4,1,9,4,2,2,2,1.614140265180311
202400015137,2024-09-04T19:56:17Z,2024-09-04T20:17:37Z,1,1,9,7,1,1,3,3,3,,,,,,,3,4,3,3,4,4,3,3,2,3,,,4,3,2,3,5,5,5,2,2,2,2,1,1,1,2,2,,3,5,2,2,1,2,2,4,1,2,4,2,,,,,,,,,,3,3,1,1,1,1,3,3,3,2,3,2,1,3,,,,,2,3,2,2,4,1,2,2,1,2,1,1,1,1,2,2,1,1,2,2,1,6,1,1,1,6,1,1,,2,1,3,1,2,2,2,1,4,4,4,3,4,4,4,3,5,3,2,3,,1,3,7,2,4,1,3,2,1,1,1,3,1,2,2,2,2,,2,3,1,1,3,2,2,1,0.6719011651758238
202400015141,2024-09-05T16:01:38Z,2024-09-05T16:37:42Z,3,2,9,7,1,2,5,2,2,,3,2,2,3,2,5,5,2,2,4,4,2,2,6,1,,,2,5,5,1,2,5,3,1,2,1,1,1,,2,,,,5,2,-3,,,,,,,,,,1,1,1,1,3,5,3,3,5,3,2,1,1,3,1,1,3,3,3,3,3,1,1,,,,,3,3,3,3,2,3,2,3,2,3,2,1,1,2,4,3,2,2,3,1,2,2,2,2,2,2,1,3,,3,3,3,2,3,3,3,3,5,4,5,3,2,5,2,2,2,3,2,2,2,1,3,6,1,4,2,1,5,2,99,1,1,99,1,1,1,2,,2,3,1,99,3,2,2,99,1.2805524644600725
202400015144,2024-09-04T19:37:35Z,2024-09-04T19:55:02Z,1,1,9,7,2,2,3,2,2,,2,2,1,2,1,3,3,3,2,1,1,3,3,,,1,1,3,2,4,4,2,5,2,2,2,2,2,1,1,1,2,1,,5,2,-3,,,,,,,,,,4,4,1,2,4,6,5,4,3,2,3,1,1,1,2,3,3,1,3,3,1,1,3,3,2,3,3,,,,,1,1,3,1,4,3,2,2,1,2,4,4,2,2,3,2,2,1,2,1,1,1,1,1,,2,3,3,3,1,2,3,3,4,4,2,3,3,4,4,3,5,3,2,1,2,1,1,2,2,2,2,2,3,1,1,1,3,1,2,12,3,3,2,2,4,3,4,4,1,2,1,0.36508785160458995
202400015149,2024-09-07T13:30:44Z,2024-09-07T14:29:07Z,1,1,9,7,1,2,3,3,1,1,,3,2,3,2,2,2,2,3,2,3,3,3,2,1,,,1,2,4,5,2,5,5,1,1,2,2,1,,,2,2,,4,2,-2,,,,,,,,,,1,4,1,3,4,6,4,1,1,2,2,1,1,1,1,1,1,3,3,1,2,1,2,1,2,3,3,,,,,2,3,5,2,4,3,4,1,1,2,1,3,2,4,3,3,2,2,2,2,2,2,3,,,2,1,1,2,2,2,1,2,5,5,3,2,4,5,1,2,1,2,1,1,1,1,1,2,2,1,2,3,2,1,1,1,3,1,6,5,4,2,,2,3,2,1,3,1,2,1,0.534783491113092
202400015161,2024-09-08T12:43:00Z,2024-09-08T13:17:02Z,3,2,9,7,2,1,4,2,2,,2,5,2,3,6,3,3,3,3,3,3,3,2,,,6,6,1,6,6,3,2,5,4,2,2,2,2,2,1,1,1,1,2,2,3,1,3,2,2,3,3,3,2,6,2,,,,,,,,,,2,2,2,3,2,2,2,3,1,3,3,3,3,2,3,2,3,3,,,,,2,3,3,3,2,3,3,1,2,2,2,2,2,2,4,1,2,2,2,2,2,1,2,,2,3,1,1,3,1,2,3,3,5,4,4,3,3,4,2,3,4,3,1,1,2,1,3,6,3,2,1,1,6,2,1,1,1,1,1,1,1,4,99,9,9,1,9,3,2,1,2,1.7164784710300987
202400015165,2024-09-04T19:21:11Z,2024-09-04T19:58:08Z,1,1,9,7,2,1,4,4,2,,4,1,1,2,2,2,3,3,4,3,4,3,4,,,3,6,6,2,6,1,1,5,4,1,2,2,2,2,,1,1,2,2,2,4,2,5,1,1,3,3,1,5,5,5,,,,,,,,,,1,1,2,2,1,2,2,2,1,2,3,3,1,3,,,,,1,2,2,3,2,3,2,3,4,3,4,2,2,1,4,3,2,4,5,5,2,1,2,2,3,2,2,,2,2,2,2,1,2,1,2,2,3,4,2,2,3,3,3,3,5,4,2,1,2,1,3,5,1,3,1,3,2,2,1,1,1,1,3,12,3,4,1,1,2,1,5,3,2,1,2,1.2103590259369732
202400015178,2024-09-08T22:30:43Z,2024-09-09T07:56:08Z,1,1,9,7,2,2,4,2,1,1,,5,4,2,5,3,3,4,3,3,3,2,3,,,1,2,1,1,2,1,2,5,5,2,2,2,2,2,2,1,1,1,2,4,1,-3,,,,,,,,,,2,1,1,3,2,2,1,4,2,1,1,1,1,1,1,1,1,1,2,3,2,1,3,,,,,1,3,3,3,4,3,3,3,4,4,4,3,2,2,3,4,2,4,4,3,2,2,3,3,3,3,1,1,,3,2,3,1,3,3,3,3,5,5,2,3,5,5,5,4,5,2,2,1,2,1,4,8,2,1,2,2,3,2,1,1,1,1,6,1,1,1,,1,2,1,1,3,2,1,1,1.557932195605646
